review_id,product_id,reviewer_id,stars,review_body,review_title,language,product_category
es_0154050,product_es_0396430,reviewer_es_0332013,1,A los 15 días dejo de cargar uno de los canales,No vale por calidad,es,video_games
es_0294319,product_es_0396354,reviewer_es_0287235,2,"Para el precio que tiene más no se puede pedir.Mis gatos a veces lo usan de juguete,no se lo pone nadie","Vale unos céntimos,eso recibes",es,jewelry
es_0586827,product_es_0555902,reviewer_es_0228997,4,Fue un regalo para mi hermana gamer . Le gustó bastante,Gustó mucho,es,video_games
es_0545342,product_es_0060472,reviewer_es_0507685,2,"Se ve mejor en la foto, un poco decepcionada. La cadena de cuello no es trenzada, la pedí marrón y me llego negra. Muy finita. No me parece la misma calidad q en el anuncio",Un poco decepcionada no se parece a la foto. Cierre bien cadena de cuero no me gusto nada.,es,jewelry
es_0849270,product_es_0897063,reviewer_es_0185197,5,"Le hemos comprado el juego de tenis de Mario a mi hijo y compramos estas raquetas a ver qué tal iban. Son pequeñitas (cosa que ya imaginaba). Me gustan porque pesan muy poquito y porque van acompañadas de unas muñequeras que se ajustan perfectamente a una mano pequeña o a una grande. El material con la que están hechas parece muy resistente, y el mando de la swich acopla bien en el mango. Es muy fácil de configurar y los niños disfrutan más del juego con este accesorio, además al ser dos raquetas, los hermanos juegan juntos. El packaging también es elegante así que sería un buen detalle para regalar.",Raquetas nintendo,es,video_games
es_0791925,product_es_0603429,reviewer_es_0578929,5,"El producto llego en el plazo previsto. La 1a prueba ha funcionado perfectamente. Solo falta que sea duradero. Si no falla, no se puede pedir mas.",Buenas relación calidad-precio. Pendiente durabilidad.,es,video_games
es_0811947,product_es_0575263,reviewer_es_0622528,1,Un engaño. Por la foto pensaba que era un mando para móviles. Y resulta que es sólo un soporte. Eso no vale el precio que piden !,No me gustó para nada! No recomiendo!,es,video_games
es_0808298,product_es_0910673,reviewer_es_0670630,2,"La puse 1 mes, dudo que sea cuero... acabo pegajosa y sin olor. El iman esta muy bien pero se te puede soltar si se despegan del acero, ya que son dos imanes pegados en ambas partes del cierre. Para mi es cara por el tiempo de uso que le di.",calidad precio mala,es,jewelry
es_0988359,product_es_0469356,reviewer_es_0319113,3,Está bien por su precio,Bonito,es,jewelry
es_0808805,product_es_0153032,reviewer_es_0944813,5,"buen producto, envió rápido",producto al 100%,es,video_games
es_0603808,product_es_0475611,reviewer_es_0842325,3,Me gusta pero se a despegado. Me la pueden cambiar por una igual?,"Mal pegada, por lo demás, me gusta y quiero una, bien pegada",es,jewelry
es_0484807,product_es_0457272,reviewer_es_0337259,2,Lo compré junto con una pulsera que me salía sugerida y no son del mismo color rosa,No compres la pulsera a juego,es,jewelry
es_0638887,product_es_0443059,reviewer_es_0157572,2,"No es la pulsera que yo pedí, yo pedí la de la cruz y me han enviado la del corazón.",Qué no es lo que yo elegí.,es,jewelry
es_0082384,product_es_0088671,reviewer_es_0884674,5,ha llegado en buen estado y es todo un flipe!,a tope!,es,video_games
es_0037244,product_es_0508467,reviewer_es_0708899,2,"Bonito pero muy caro para la calidad, la rosca se me rompio el primer dia",Bonito pero caro para calidad,es,jewelry
es_0036786,product_es_0088528,reviewer_es_0699379,4,A mi hija le ha encantado como regalo de cumpleaños...y a toda la familia!!,Para pasar buenos ratos,es,video_games
es_0270451,product_es_0256234,reviewer_es_0665195,1,caja rota que me la querían colar devuelto no paga para tener cosas precintadas y rotas encima,caja rota,es,video_games
es_0409018,product_es_0854654,reviewer_es_0168301,4,"Perfecta, pero para mí gusto encuentro que el cierre es demasiado simple para la buena calidad que tiene la pulsera.","Perfecta, pero el cierre demasiado simple para la buena calidad de la pulsera",es,jewelry
es_0066993,product_es_0287018,reviewer_es_0956389,1,"Era el regalo de Papá Noel para mi hija y venía perfectamente empaquetado, pero al abrirlo no tenía el CD del juego. La decepción ha sido generalizada para toda la familia, ya que esperamos con ilusión que disfrutara del juego. No se si me enviarán otro o tendré que quedarme un producto que no tengo.",Una gran decepción,es,video_games
es_0311019,product_es_0316452,reviewer_es_0525360,2,"Es el mismísimo juego del ordenador, creía que habrían mejorado los gráficos o algo. El juego en sí está bien, pero se queda corto para los que hay ahora.",Susana,es,video_games
es_0528218,product_es_0379122,reviewer_es_0501672,1,"No son para nada lo que describen, huelen mal y llego la placa china rota. No lo compraria nunca Es una perdida de dinero",No comprar,es,jewelry
es_0576301,product_es_0549719,reviewer_es_0000650,5,Calidad precio muy buena,👍,es,video_games
es_0508387,product_es_0133862,reviewer_es_0510889,5,"Muy buena consola, disfrutándola al maximo",Buena jugabilidad y buen repertorio de juegos,es,video_games
es_0950137,product_es_0461386,reviewer_es_0441152,5,"Súper guapo y un tacto espectacular,,",Ratón,es,video_games
es_0918502,product_es_0551998,reviewer_es_0244894,3,"Aún no los he usado, no se que tal van",No usado,es,video_games
es_0804660,product_es_0648626,reviewer_es_0322366,5,Artículo perfecto igual a la descripción lo recomiendo,Buen articulo llego rapido y gratis lo recomiendo,es,video_games
es_0873101,product_es_0396430,reviewer_es_0575054,2,"Las baterías aguantan bastante poco, desde que uso éstas en lugar de pilas tengo problemas de conectividad wireless (se me desconectan los mandos en medio del juego, nunca me había pasado), y ya siendo tiquismiquis las luces de carga/descarga son demasiado brillantes y el cable podía ser el microusb típico de los móviles en lugar del antiguo. Mala compra. Habrá que ahorrar para los productos oficiales.",No muy útil,es,video_games
es_0053087,product_es_0220727,reviewer_es_0586195,5,"Son preciosos. El cristal tiene el efecto que se ve en la foto pero claro, es más bonito en vivo y en directo. Los compré para regalar pero sigo enamorada de ellos. Lo único que no me gustó fue que vinieran sin topes, especialmente porque se te pueden perder. Yo les agregué los topes antes de regalarlos.",Preciosos!!!,es,jewelry
es_0009733,product_es_0400712,reviewer_es_0393212,3,"No es como lo esperaba. La bola es blanquecina a primera vista. Tiene que estar bastante tiempo al sol para que brille un poco, pero ni por asomo tal y como sale en la imagen.",No es como la esperaba,es,jewelry
es_0484264,product_es_0256971,reviewer_es_0421501,5,"Me ha encantado,es un collar muy bonito y viene tal y como lo pedí. Puedes personalizarlo a tu gusto. A medida que pasa el tiempo no pierde ni el color ni su brillo,estoy encantada.",Perfecto!!,es,jewelry
es_0343190,product_es_0742974,reviewer_es_0877686,3,"se queda un poco pobre ,,,como regalo a una niña si ,,,a una mujer no lo veo",bien,es,jewelry
es_0084911,product_es_0017692,reviewer_es_0719692,1,"Hola, cuando voy a instalar el juego me sale que el codigo que devo de poner ya esta utilizado y no le deja ni jugar ni instalarlo. Exijo una solucion. Gracias",No deja instalarlo,es,video_games
es_0342260,product_es_0854247,reviewer_es_0128231,3,"No está mal,pero no ajusta del todo y quedan aperturas por delante,lados y por detrás,pero al menos tapa las rendijas por donde entra el polvo supuestamente.","No ajusta bien,no la cierra del todo",es,video_games
es_0263531,product_es_0958535,reviewer_es_0758446,1,Sacacuartos de una edición que no es ni especial ni nada. Calidad y detalles bastante mediocres.,Son 4 pins normales,es,video_games
es_0093446,product_es_0474284,reviewer_es_0475129,3,"Buen precio, pero algo mas pequeño de lo que me parecía en un principio. Envió mas rápido de lo esperado.",pequeño,es,jewelry
es_0629821,product_es_0948241,reviewer_es_0158927,5,Muy bien. Son bonitas y quedan bien.,Cómo se ve en la foto,es,jewelry
es_0087770,product_es_0266638,reviewer_es_0725929,2,"Muy bonitas de primeras, pero me han durado una semana, cuidandolas, sin mojarlas y demás.","Diseño bonito, poca duración.",es,jewelry
es_0586565,product_es_0951520,reviewer_es_0573862,4,El colgante precioso producto muy bonito parece plata,Buena calidad,es,jewelry
es_0741897,product_es_0446037,reviewer_es_0724888,1,"Es un único auricular para una sola oreja. La foto da la sensación de que sean un par de auriculares por lo menos yo lo pensé pero no es así. es un producto muy endeble y muy frágil. La traducción de ""headset"" es ""auriculares"" y ""headphone"" es auricular...de todas formas Amazon es inmejorable en el tema de las devoluciones",Inmejorable servicio de amazon a un producto engañoso,es,video_games
es_0605583,product_es_0064465,reviewer_es_0563380,3,"Es um juego aceptable, pero no deberia costar cerca de 40 euros. La jugabilidad és tipica de um tablet. Las carreras son muy faciles. No me gusto!",Juego típico de tablet :-(,es,video_games
es_0871858,product_es_0317322,reviewer_es_0161277,5,Es una buena opción si te vas de viaje o si te mando llevas a casa de un amigo/a. Es una base ligera y con un grosor de poco más de 1 cm. Se puede ajustar a 3 ángulos distintos y es muy estable.,Muy buena,es,video_games
es_0085806,product_es_0826704,reviewer_es_0782157,5,Llevaba tiempo buscandolo y no lo encontraba por ningún lado!! Muy satisfecha con la compra!,Perfecto,es,jewelry
es_0506048,product_es_0536528,reviewer_es_0934341,2,"Los compré para probar debido a su bajo precio. Se nota al tacto que no son los auténticos, pero eso no me importa. Los botones van bien, pero la cruceta es muy sensible (en los dos), y hay movimientos que cuesta mucho hacerlos y frustra bastante. Me apañaré con ellos pero no los volvería a comprar",Me apaño pero no los volvería a comprar,es,video_games
es_0064131,product_es_0623532,reviewer_es_0885302,2,Lo siento no me fue bien para la PS3 y se devolvió,No útil para la consola PS3,es,video_games
es_0999241,product_es_0526993,reviewer_es_0310321,4,Si te va el rollo maso es tu juego,Juegazo,es,video_games
es_0627834,product_es_0612149,reviewer_es_0061610,5,Satisfecho con el producto. Se ajusta a la descripción. Buen precio y envío inmediato. Una gozada comprar todo tipo de cosas en Amazon Prime.,Satisfecho con el producto.,es,video_games
es_0380370,product_es_0273654,reviewer_es_0240270,2,"no me ha gustado mucho, esta bien y es bonito pero es para grupos grandes",aburrido,es,video_games
es_0400034,product_es_0794445,reviewer_es_0609590,5,sigue siendo un juegazo,Juegazo,es,video_games
es_0824877,product_es_0470821,reviewer_es_0376690,4,"Es correcto,lo único que la correa si la mojas se vuelve rosa",Es correcta la descripción,es,jewelry
es_0978319,product_es_0363758,reviewer_es_0077879,3,"Una pulsera demasiado finita, la calidad no es tampoco muy buena",Muy fina,es,jewelry
es_0200637,product_es_0120814,reviewer_es_0774854,2,"Los juegos vr para ps4 me dan la impresión de que vuelvo a la ps2 por lo rudimentarios. Compré éste por las opiniones favorables. Probablemente sea el mejor en cuanto a la pobreza general de resolución, pero los desplazamientos siguen un trazado totalmente rígido e incómodo. No sé si es que es necesario usar los artilugios para VR en lugar del mando. A ver si alguien me lo aclara. Otros juegos:' Farpoint no está mal. Menos rígido que éste aunque tedioso por las constantes arañas que atacan y llega a aburrir. Skyrim decepcionante., rígido, mareante. Hasta ahora no he encontrado ninguno que me guste de verdad en comparación con los fantásticos juegos que no son VR. Yo las gafas las uso más para vídeos de YouTube. Los apenas merecen la pena.",Decepcionante por la rigidez en los desplazamientos.,es,video_games
es_0312815,product_es_0055525,reviewer_es_0081715,2,"Las bolsa son como en la foto, pero 9 descosidas en la costura por donde pasa la cuerda que las cierra",Algunas descosidas,es,jewelry
es_0609974,product_es_0801208,reviewer_es_0080774,3,"Todo correcto, excepto que me a venido la importacion italiana y en la imagen esta en castellano",...,es,video_games
es_0032942,product_es_0432847,reviewer_es_0021862,4,"Muy monos , el broche un poco complicado de cerrar",Monos,es,jewelry
es_0444634,product_es_0034523,reviewer_es_0078575,5,Bonito fue para un regalo y bien,Bonito,es,jewelry
es_0946564,product_es_0862067,reviewer_es_0176088,3,Pequeño pero muy bonitos,Han llegado,es,jewelry
es_0433392,product_es_0581729,reviewer_es_0198046,5,Todo perfecto llego súper rápido y antes de su fecha feliz por el detallito volvere a repetir mil gracias 😊,Lego Marvel,es,video_games
es_0232171,product_es_0699471,reviewer_es_0539071,3,"Siempre escribo las reseñas meses después de comprar los productos, y tengo que decir que esta tobillera era preciosa y estaba encantada con ella... pero ya se ha roto. Fue bonito mientras duró, supongo. Muy fina, cuidado con los tirones. Por lo demás está bien, para un regalo a una persona joven es recomendable.",Fue bonito mientras duró,es,jewelry
es_0518674,product_es_0151779,reviewer_es_0900889,4,"Un periférico que cumple sobradamente su función, cómodo, vistoso,perfecto",Perfecto cumpliendo su funcion,es,video_games
es_0988323,product_es_0833316,reviewer_es_0473650,5,"Pues mando original Sony, buenos acabados del mando y botones, calidad de la batería y como el que viene en la consola.",Mando calidad Sony,es,video_games
es_0372801,product_es_0190989,reviewer_es_0857078,5,"Es perfecto, en español y a mi hijo le encanta!!",Perfecto,es,video_games
es_0648585,product_es_0718021,reviewer_es_0185321,5,Perfecto y totalmente en castellano! Gracis amazon como siempre el mejor!,Top,es,video_games
es_0320201,product_es_0151271,reviewer_es_0154796,1,"Pone que es edición en español, pero viene en italiano.",Edición en italiano,es,video_games
es_0507963,product_es_0354213,reviewer_es_0810709,3,La calidad no es la esperada. Se ven frágiles pero a este precio no se puede pedir más.,Frágil,es,jewelry
es_0358838,product_es_0448776,reviewer_es_0402853,3,"Igual que en la foto, solo que la dedicatoria no se ve nada.",Pulsera,es,jewelry
es_0224163,product_es_0939239,reviewer_es_0768625,4,Es un buen juego que te mete en el universo star wars a traves de batallas en miticos escenarios de la saga,Buen juego,es,video_games
es_0209664,product_es_0745276,reviewer_es_0540404,3,Buen soporte para las joyas y anillos.,Espacio,es,jewelry
es_0244356,product_es_0633886,reviewer_es_0906265,4,"buen mando,correcto por el precio que tiene,quiza la bateria deberia durar un poquito mas. Excelente agarre eso si esta bien",Aceptable por precio,es,video_games
es_0038608,product_es_0506097,reviewer_es_0950158,4,Bonito y baratos pendientes bueno bonito y chollo,Chollo,es,jewelry
es_0731387,product_es_0807074,reviewer_es_0039174,4,"Son bonitos pero quizás la figura del cisne es demasiado pequeña una vez colocado,con lo cual no se remarca bien.",Algo pequeño la figura,es,jewelry
es_0162405,product_es_0821790,reviewer_es_0837877,1,Caja del funko golpeada,Descuidados,es,video_games
es_0378002,product_es_0973978,reviewer_es_0483867,5,Muy bueno y muy buen precio!!,Calidad precio,es,video_games
es_0172801,product_es_0865278,reviewer_es_0480619,4,Viene un poco arañado aun siendo nuevo. Los agujeros del soporte de los pedales en el modo invertido de los pedales t3pa pro están muy alejados. En el modo normal se puede ajustar completamente. Por lo demás es un soporte bastante rígido y con bastante regulación,Buena relación calidad precio,es,video_games
es_0253119,product_es_0908947,reviewer_es_0296974,5,El juego ha llegado rapido y en perfecto estado. El precio ha sido inmejorable.,Gran juego a precio imbatible,es,video_games
es_0100770,product_es_0794163,reviewer_es_0576590,5,"Una maravilla,a mí mujer le gustan mucho.",Plata 100%,es,jewelry
es_0077949,product_es_0823539,reviewer_es_0612643,2,"Al poco tiempo de uso, se despegó la piedra y se perdió. Muy bonito pero mala calidad.",Poco tiempo de disfrute.,es,jewelry
es_0779870,product_es_0416270,reviewer_es_0830202,3,"Los colores son intensos, pero el textil parece mas un pañuelo que una toalla",A,es,jewelry
es_0863085,product_es_0268260,reviewer_es_0157479,2,La pulsera de cuero se ha salido del ancla y ya no se puede utilizar. Se compro en diciembre y en abril ya está rota.,Poca calidad en el cuero,es,jewelry
es_0647928,product_es_0887080,reviewer_es_0679548,3,"Ha llegado antes de lo esperado. Uno de ellos no funciona bien lo devuelvo. El otro se acopla bien, pero la ranura está suelta... me lo quedo pero aconsejaría finalizar bien el producto y comprobarlo","Uno “bien” otro a devolver, pero parecen buen producto",es,video_games
es_0246083,product_es_0258143,reviewer_es_0078160,2,"Es para niña, para nada sirve para una mujer adulta. Yo soy adulta y muy delgada, y no sirve de tobillera, y para pulsera es grande. Mide 19 centímetros y con el extensor mide 23, inútil del todo.",Muy pequeña y se supone que es para mujer.,es,jewelry
es_0093216,product_es_0225662,reviewer_es_0054959,5,"El juego esta bien en si, pero me arrepiento de pagar de mas por que no hay seriedad.","Compre el juego y pague de mas para que me llegara antes, mi sorpresa que llego 5 dias con retraso",es,video_games
es_0250831,product_es_0659091,reviewer_es_0054354,4,Esta bastante bien. Aunque debería traer más sitio,Funda viaje,es,video_games
es_0568172,product_es_0961647,reviewer_es_0082485,1,"No puedo opinar del producto porque nunca me llego, es un timo no pedir",Es un timo no pedir,es,jewelry
es_0932347,product_es_0609498,reviewer_es_0172095,4,"El ratón cabe perfecto y va bien protegido. No le doy 5 estrellas por el material de recubrimiento interior, que se ensucia fácilmente.",Forma perfecta,es,video_games
es_0328027,product_es_0755874,reviewer_es_0733083,1,El pedido debía llegar como muy tarde el 11 de septiembre. A día 17 no sé nada de él. He escrito en el apartado del vendedor y nadie dice nada. Este tipo de cosas no deben pasar. No volveré a comprar a este vendedor.,"Amazon, no lo vendas más...",es,video_games
es_0029034,product_es_0351207,reviewer_es_0439717,3,"De plata nada.. en 4 meses se está poniendo por dentro color rosa, se le está quitando el color y la zona donde pega con la piel se me pone verde. No la he mojado, ni nada. En fin, para el precio que costó 24 €, carísima.","De plata, nada",es,jewelry
es_0481198,product_es_0001657,reviewer_es_0229181,3,De momento no ha llegado.El vendedor me ha adelantado el reembolso a la espera de que si me llega pagarlo.Muy atento.No puedo opinar sobre la calidad.,No ha llegado,es,jewelry
es_0750013,product_es_0094489,reviewer_es_0742598,1,Me parece un engaño al 100% Pagas 4 euros más que la versión italiana para recibir un juego en Italiano... aunque luego puedas elegir multilenguaje,Engañado con la carátula que dice ser en español,es,video_games
es_0004934,product_es_0876530,reviewer_es_0657565,5,Muy rápido el envío.,Rápido,es,video_games
es_0215807,product_es_0245739,reviewer_es_0585032,5,Un juego para mi hijo. No se ha pasado mucho tiempo jugando con él. No puedo opinar mucho más sobre este juego.,Normalito,es,video_games
es_0352869,product_es_0129153,reviewer_es_0227658,3,"Compre el juego para mi cuñado, y me comenta que en el modo historia los personajes hablan en ingles con subtítulos en español.",Voz en ingles,es,video_games
es_0828159,product_es_0136471,reviewer_es_0608145,2,"La cuerda le apretaba la cabeza demasiado, y venia con dos flores caidas de la base de la corona",Regular,es,jewelry
es_0145075,product_es_0808404,reviewer_es_0973005,4,"Han cumplido expectativas, buen sonido y aislamiento del ruido. El micrófono es muy cómodo,, va incorporado y se oculta cuando no se necesita. Las luces de colores son un punto!!",Buena acústica y cómodos,es,video_games
es_0577252,product_es_0592715,reviewer_es_0685610,5,"Estos aros van perfecto tanta para mujer como para hombre, quedan muy finos y como vienen en diferentes tamaños, puedes ponertelos en cualquier parte de la oreja o perforación. Además añadir que tras tres días con ellos puestos, no dejan la oreja negra.",Muy buenos.,es,jewelry
es_0075651,product_es_0670145,reviewer_es_0351745,2,"Perdió el color a los pocos días, se cayeron todos los adornos que poseía la pulsera, el cierre es malísimo se perdió también. En conclusión la pulsera es bonita el primer día y luego es una patata. A si es como quedo la pulsera al segundo día",Pulsera,es,jewelry
es_0906163,product_es_0698090,reviewer_es_0171435,2,Son bonitos aunque hay uno que se da la vuelta constantemente. Son más bonitos en la foto,Esperaba algo más,es,jewelry
es_0050050,product_es_0125088,reviewer_es_0029460,2,"En la PS4, de la que tengo dos mandos originales, no puedo usarlo si no me compro otros dos mandos especiales que cuestan 70€, me parece un robo de mucho cuidado. Porque no habilitan los mandos de la PS para poder jugar a todos sus juegos? como sería lógico.",sin mandos no puedes jugar,es,video_games
es_0417674,product_es_0421457,reviewer_es_0517720,4,Cumple mis expectativas el producto y el servicio es muy bueno. Entregaron sin mucha demora. Los cargadores funcionan muy bien y pude disfrutar de una partida con mi hijo.,El servicio y que cumpla mis expectativas.,es,video_games
es_0453100,product_es_0645209,reviewer_es_0162206,3,"Entregado el día 22, la caja estaba un poco tocada, pero el producto ha llegado bien. Deben comentar con el servicio de transporte que traten con mayor cuidado el producto, una esquina algo machacada.","La caja estaba un poco tocada, pero el producto ha llegado bien",es,video_games
es_0295403,product_es_0729963,reviewer_es_0192599,2,El material me resulta desagradable al contacto con la piel y condensa mucha humedad de la respiración. Buscaré otras opciones,No me gusta,es,video_games
es_0956218,product_es_0553893,reviewer_es_0016451,2,Es muy pequeña y la cadena muy fina y con nudos.,Me a gustado muy poco.,es,jewelry
es_0966043,product_es_0143491,reviewer_es_0792171,1,"En ninguno de los puertos USB reconoce el disco duro externo (Toshiba Canvio), en los puertos USB 2.0 no funcionan los Auriculares Platinum de Sony. La única funcionalidad correcta es la de cargar los mandos, para lo cual me sobra con los dos puertos que trae la consola. Muy mala experiencia, ha sido tirar el dinero, no lo recomiendo.",No funciona.,es,video_games
es_0103936,product_es_0178242,reviewer_es_0758710,1,No veo los nombres por mucho que alumbre y se ha roto enseguida,No se ven los 100 nombres de ninguna de las maneras,es,jewelry
es_0112424,product_es_0243400,reviewer_es_0470921,1,"Fatal, no cargan los cargadores",Mal,es,video_games
es_0128743,product_es_0170962,reviewer_es_0427487,3,"Está bien, el material no es malo del todo pero con el tiempo se acaba poniendo feo.",Bien calidad-precio,es,jewelry
es_0701677,product_es_0625407,reviewer_es_0285126,2,"Es una pena, tenia muchas esperanzas en este juego y se ha convertido en una gran decepción. Los puntos fuertes: La jugabilidad es fantástica, tal como se vió en Red Dead Redemption o Max Payne 3, así como su sistema de coberturas. El sistema de 3 personajes, con opción de cambio rápido, muy logrado. Los gráficos y su rendimiento, sorprende gratamente. Alta calidad y muy pocas bajadas de frames. Ahora viene lo malo, lo decepcionante: Historia pésima, absurda y a un nivel narrativo muy por debajo de los visto en anteriores juegos (Incluso el GTA IV y sus expansiones son muy superiores). La música. Pero es que no recuerdan que era su seña de identidad de la saga??? La de este juego, a excepción de alguna como Johnny Cash, no valen nada. Mas vale apagar la radio. Personajes de cartón piedra, sin carisma. Trevor mola, pero no es CJ de San Andreas. Mapa pequeño a lo que la ciudad concierne, hay mucho terreno de campo (vacío, no hay nada que hacer!!!) pero a lo que la ciudad se refiere, pequeña. ¿Donde quedaron esos mapas de Liberty City o San andreas? Hay poca presencia policial durante el juego y tiene muchas facilidades para el jugador. Como he comentado, una decepción. Hay juego mejores, personalmente no lo recomiendo. Una oportunidad perdida...","GTA V, pero poco tiene ya de la saga",es,video_games
es_0838731,product_es_0060472,reviewer_es_0515210,3,Está bien.Se ajusta a la publicidad.,Opinión.,es,jewelry
es_0133011,product_es_0425056,reviewer_es_0153932,2,Se quedan atascados y no salen bien por abajo.,Se atascan,es,jewelry
es_0904762,product_es_0407153,reviewer_es_0807838,1,"Es muy raro que yo devuelva un producto pero este era de verdad muy mal. Ante todo pesa un monton. Luego montarlo no ha sido facil y cuando terminas si quieres hacer algunos ajustes es todo muy complicado. En fin los pedales nunca encajan perfectamente con la base y se mueven porque no se pueden fijar. Hay otros soportes mas baratos, ligeros, fáciles de montar y ajustar y sobretodo menos caro.",Soporte de muy baja calidad,es,video_games
es_0527114,product_es_0212937,reviewer_es_0363768,3,"Un buen producto para regalar, y con un envio rapido, que facilito que el regalo llegara a tiempo al cumple.",Bueno!,es,video_games
es_0549026,product_es_0147557,reviewer_es_0033616,1,En la versión de PC no se puede jugar en pantalla dividida con otro amigo,No se puede jugar en pantalla dividida,es,video_games
es_0632167,product_es_0257927,reviewer_es_0381914,4,Al principio me encantó todo pero en unos meses se me rompió la cadena.,Bien,es,jewelry
es_0829183,product_es_0232855,reviewer_es_0792333,4,"era para un regalo y me ha gustado mucho, estaba muy bien enpaquetado y la presentación estaba bien, en conjunto un buen producto",bonitos,es,jewelry
es_0581583,product_es_0691237,reviewer_es_0325227,5,"Muy satisfechos con la compra. Los pendientes son muy bonitos, y el servicio rápido y eficaz.",Pendientes de plata,es,jewelry
es_0286714,product_es_0461591,reviewer_es_0891428,1,"Lo he comprado por coleccionismo, pero es un producto indigno de Sony.",Producto indigno de Sony,es,video_games
es_0468626,product_es_0603950,reviewer_es_0665156,4,"Es bonito, buena calidad, es una pena que solo lo hagan en un tamaño. Un poquito más grande y sería perfecto",Maite,es,video_games
es_0258589,product_es_0678362,reviewer_es_0166189,3,"Más estrecho de lo que se aprecia en la foto, pero igual de bonito. También es pequeño de tamaño.",Algo pequeño,es,jewelry
es_0968581,product_es_0693565,reviewer_es_0923696,2,Positivo: precio más económico que el original. Negativo: no compatible con mando ni modo TV. Una pena.,No compatible con nada sin estar acoplado a la Switch,es,video_games
es_0387519,product_es_0648374,reviewer_es_0367476,5,"Perfecto, la portada está en francés pero cuando juegas lo puedes poner en castellano sin problema. Agregar 4 palabras más.",Se puede poner en castellano,es,video_games
es_0789597,product_es_0827989,reviewer_es_0416325,1,Es más grande de lo que parece y no queda muy bien,Demasiado grande,es,jewelry
es_0314713,product_es_0556641,reviewer_es_0786564,2,"La tuve que devolver porque queda demasiado ancha en el pulso. La calidad me ha parecido regular, pero el gran problema ha sido justo la anchura",Demasiado ancha,es,jewelry
es_0073605,product_es_0670919,reviewer_es_0541814,3,Esta bien calidad precio,Calidad precio bien,es,jewelry
es_0302856,product_es_0907235,reviewer_es_0714115,5,"Se lo regalamos a mi sobrina de 12 años, muy fan de la serie. La encantó. Es bisutería, pero es aceptable",Para un regalo,es,jewelry
es_0800283,product_es_0042199,reviewer_es_0818479,1,"El producto en sí es una maravilla, no has sentido algo igual hasta que lo pruebas. Tengo que poner una estrella ya que por parte de Amazon fatal, puesto que he pedido un Pack de Rift + Oculus nuevo y venía usado. Tengo que proceder a su devolución o cambio, pero vamos, me parece lamentable que suceda algo así.",Calidad del producto mal por Amazon,es,video_games
es_0474104,product_es_0040851,reviewer_es_0712007,5,"Me encantó el producto, me sorprendió el envoltorio porque no es el típico que trae Tous pero muy bien!",Muy bonitos,es,jewelry
es_0967665,product_es_0090755,reviewer_es_0414731,4,"Muy contento con el producto rapidez en la entrega , cumple expectativas relacion calidad-precio hay que tener cuidado con las medidas de la muñeca",queda muy bien,es,jewelry
es_0813652,product_es_0765835,reviewer_es_0107491,3,"Están bien de calidad pero son demasiado pequeños, son de bebé pero con el clavo muy largo. Para un adulto quedan super pequeños",Mari,es,jewelry
es_0714897,product_es_0243109,reviewer_es_0232936,1,"Es bonito pero dudo mucho que sea de plata realmente, por el aspecto y textura. Como algo gracioso a regalar no está mal.",No creo que sea plata,es,jewelry
